midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
35	37	0	1	2	3	7	5	בגזל במקח ולאבחנם דא להוציא את השאול ולהיא את הגזול לה לליח שלמלך שהלך לגבות משגבה אותה מ'או עירוני אחר בדרך ליסטיס קפחו ונטל את כליו ואת המגבה שהיתה בידו לאחר ימים בא לאותו ליסטיס דן אצל השלטון בא לשכור לו אחד מי שילמד עליו זכות אמר לו אותו השליח הגאי מה אתה עושה כ אמ' לו יש לי דין ואני מבקש לשכורר לי אדם שילמד בי זכות אמר לו תןלי אותו זהבוא מגבה שנטלתה ממני ואני מלמד עלך וכות ומח כשאתה עומר בדין לפני השלטן אומר' לך יש ן אדם מי שילמד עלי זכות תאמר לו הרי איש פלו
30	19	0	0	3	2	15	3	אתה תבוא ואני הול ומלמד עליך וכות נטל ממו אותו והב ועבטות מקצתם והלך לו למחר כשהוא בא אותו הלסטיס לפי השלטון אמר לו יש לך מי שילמד עליך זכות השיב ואמ' לו אישפלוני אמ' לו השלטון מה זכות אתה מלמד עלזה אמ' לו מרי א אומר לך דברים שעשה לי חבידי זה כשהלכתי לגבות את העיר פלנית עמד עלי בדרך וקחני ונל כ שייה ידי והכלים ﭏו שאם רואין בידית נלי שהחזיר לי כדישﭏמד עליו דכות עשיו התחילו הל אומרי' י לו לזה הליםסטיס שעשה סניגורו טיו כך איו אדם מישרﭏ צי להלל בלולב מול ﭏאםן לקח איתו כמים
16	23	0	2	5	4	1	10	שלא ולקהתם לכ ולין חתם לכם ביום הראשון פרי עץ הדר מפות וג' זשה א ירננו כל עשי' הה ער מלסני יוי וג' במי הכת מדברש ובאומות העולם שהב דן אותם ביום הכפדים וﭏו ﭏ כסין לדין ואקן אצו י 'סא להד לשניגבלי אד שנכנסו לדין לפ המלךיולא היה יודע'אדם מה בניקן ﭏא המלך בלב דן המלךולא הייודעין הבריות מי נצח לחבירו ﭏא מי שהוא יוצא ובאגן בידו הכל יודעין שהוא עוצח כך ישﭏ ואומות העו לם נכנסין לדין ביגם הכעורי ם אן הבריות יודעין מי נומצח אמר ה'ב'ה' פולו לול ביכן בכם כד שידעו הכל הכל שאתם זכיתם בדין
30	14	1	3	10	4	2	8	ליכך אמר דוד אז יקננו כל עצי היער מלפי יוי כי בא לשפוט' את הארץ ביום הכפוריס מה ישרﭏעוין ממתינין עוד חמשה'' ימים כדי שי'עו כל ישרﭏ וכותן ל פיכך ולקחתם לכם ביום הראשון זה שאמ הכת' כל עשמותי תאמנה יוי מי כמוך יפה אמ דו שאמ' הפסוק הזה כל עצמותי תדעלך הלול הזה דומה לשדרה של אדם ההדס הוה דומה לעינים והערבה לשפתים והאתרוג דומה לל אמר וד אי אבר' אחרקגול ﭏו ת שן טשולן כגד הגוףם הויה אומר כל יעמות אמרה יןו מי כמוך ולקתם לכם אחר נמ החכמה שכת' בו ווחכם מכלי האדם הניח כל הת וישב
23	20	0	0	10	5	10	3	לו תמית על ארבעת מינים הללו ז'ה' שלשה הוה נפלאו ממני וארבעה לא ידעתי ארבעה ﭏו ד' מינים שבלולב שבקש לעמו ליה ואם תאמר פייעץן שהוא אתרוג כל האילנות עושין פירות כפות תמריםצריך אדם שתי ככוו והלבלביהם אינו נוטל ﭏאילבה של תמרהזה הלול וך עץ עבות מיאומר לך שהוא הדס' שכ דא במקום אחר צאו ההר והביאו עליזדית ועלי ץץן ועלי תמרים וג' וערבי נחל כל האילנות גדילין בהם וארבע לא ידעתים ובמקום אומ' שלשה המה מטיבי צעד ו ד' מטיבי לנכת ﭏוד' מיניכם שבלולב שנל אחר וח מישרﭏ הולך ורן לקח לו מהן ללל לפני ה'' שיררה לו זיכפ
35	22	0	0	6	2	6	1	על ענותיו מטיבי לכת מי שרואה את ארבעת ינים ﭏו הוא בוסר עליהם וון גדולות לפני י שאמר יוהיר ה עולם ארבעה המה קני אורץ ﭏו ארבעת מיים הולו והמה חכמים מחוכ מים שהם מתחכמי ול מדים זכות וחכמה לפני מי שאמ והה ה עלום ר'א' והמה חכמי ם מחוכמי י פר לנו שאורבעתינים הללו שהן אתרוג ולול היםס וערבה חכמים' והמה חנכמי ם מחונמים ולקותם לכם ביום הראשון ואפילו בשבת ﭏאבזמן שבית והמש קם היונוטלין ועכשיו זרו עליו חכמים האחרתים שלא ליטול בשב שמא ילך אצל בקי ללמו ויעיינו אמות ברשי הירבים וכן לעני שופ וכן לעין מגלה ולקחתם
42	46	0	0	3	6	10	10	לכם ביום הראשו יכי יראשון הוא והליא חמשה עשר הוא וגרה מית ביום היאשו ﭏ א ראשון הוא ין עונות ר' מני ור' יהושע דסכנין בשם ר' לוי אמרו לה'ד' למדינה שהיא חייבת למס המלך והיה המל משלח לגבותה ולא היו נותנין מה עשה המלך א לבני פלטרין שלו עמדו ונלך עליהם עד שהיו הולכין כמו עשרה מילין שמעו במי בני המדינה מה עשו התחילו גדולי המדינה יוצאין לקראתו של מלך אמ להם מי אתם אמרו לו בני המדינה פלנית ששלחת אמ' להם ומה אתם מבקשים אמרו לו בקשה עשה חסד שאין לנו מה נתן אמר להם בשבילם א מניח
32	33	1	2	4	3	7	8	לכם שליש עד שהוא בא ﭏ המדינה יו בי המדינה אף הן קדמו אותו כמו עשרה מילין אמר לים ומי אתם אמרו לו אנו בני מדינה פלנית ששלויתה לגבותה ואין לנו כח לעמיד ﭏא בבקשה ממך התרם עלינו אמ' להם כבר הנחתי שליש ובשבילכם אני מניח שליש אחר עד שהוא בא המלך יצאו בני המדיה אמ' להם מה אתם אמרו לו אדונינו אין לנו נח ליתן שאנו חייבי' אמ' להם ככר הנחתי שני שלישים ובשביל אני מניח את הכל ﭏא מיכןואילך ראש חשבון ה המלך זה מלך מלנכי המלכים ה'ב'ה' בני המדינה ﭏוישר' שהן מסגלין עונות כל ימות השנה מה
48	27	0	2	3	5	5	8	שה ה'בה' אומ' להם עשו תשובה באש השנה והם נכנעים ובאין בביום הכפורים ומתענין ועושין תשוכה וה'ב'ה' מוחל להן ומה הן עושין ערב ראש השנה גדולי הדור מתעין וה'ב'ה' מתיר להן שליש מעונותיהם וביום הכפורים כלישרﭏ מתענין ומבקשין וחמים אשיםושיסוטי והב'ה' מתיר להם את הכל דכתי כי ביום הזה יכפ עליכם מה ישרﭏ עושין וטלין לולביהם ביום טוב אשון ומהללן ומקלסין לפני ה'ב'ה' וה'ה מתר להם ומיחל להם ואומ' להם הרי ויתרתי לכם את כל עונותי הראשונז ת' אבל מעכשיו הוא ראש החשבון לכך כתי' ולקחתם לכם ביום ראשון ראשון לחשבון עונו אמר להם ה'ב'ה' בעולם הזה אמרתי לכם שתעשו
34	8	0	0	13	2	17	6	לכם סוכה לשלם לי מעמולי שגמלתי עמכם שנ' בחוכות תשבו שבעת ימים וג' למען ידעו דורותים וג' ואני מעלה עליכם ﭏו אם גומלין לפני אבל לעתיד לכוא אני אופיע במלכותי ואני מגין עליכם בסוכה שנ' וסוכה תהיה לצל יומם מחורב ולמחסה ולמסתו ויצא בן אשה ישרﭏית מהיכן יצא ר' מאיר אומ' מעולמו כד' א ויצא איש הביני ם ו'ו ר' ברכיה אמ' מהיכן יצא מפרשה שלמעלה ולקחת סלת וכי אותה שתים עשרה חלות אמ' דרך המלך לאול פת חמה שמא צונת תמן תנינן לחם הפנים נאכל אין פחות מתשעה ולאו יתר על אחד עשר כיצד כרכה בערב שבת ונאכל לשבת
42	9	0	0	4	0	58	7	לשעה חל יום טוב להיות ערב שבת נאכל לעשרה שני ממים טובים של רא השנה נאכל לאחד עשר שאינו דוחה לא את השבת ולא את יום ﭏוב ואיו דוחה את יום צום שתי הלחם אין פחות משתים ולא יתר על שלשה כיד נאות מערב יום טוב ונאבלות ליום טוב לשנים חל יום טוב להיור אחר שבת נאכלות לשלשה ויצא בן אשה ישרﭏית ר' חמא בר אבא אמר מפרשת וושין שבא ליטע אהלו במחנה דן דחוהו אמרו לו בן ר אתה וכת' איש על דגלו באותות לבית אבותם ולא לבי אמשתם מיד הריל לקב אתהשם ולקלל ר' לוי י ממזר בדיק
41	33	0	0	12	5	5	7	היה כיצד נוגשים היו משל משל ישר' הנוגש ממוכה על עשרה שוטשוט מממונה על מאה ועשרה איש מישרﭏ חד זמן קמו נוגש לשוטר אמר ליה זיל כניש איסורתך מאחר שהלך בעלה נכנם בביתו וקלקל עם שלומות של שוטר חזר בעלה מצאו יוצא מכיתו כיוןשי טשהרגיש בו הוה מאחי ליה כל יומאו ואמ' ליה לא עיינת טבאית לא עינת אית' נצמצה רויח הקמשיבינו עה תלה עיניו למרום אמ' לא די לרשעזה שעינה את אשתו ﭏא חוזר ומכה את בעלה מיד ויך את המצרי וימנהו בחול א' ה'ב''' בעולם בעונות אתם סרן ביד האומות אבל לעתידד לבוא והיו מלכים מלכים אומניך שיאמר
11	17	0	1	4	14	9	6	בעלל הראחמים אוי'' ה חו' וולוו וכי תמנכרו ממכר ז'שה נבהל להון אישרע ולא ימע כי חסר יבואנו זה המלוה מעותיו ברבית שהו א מתעבהל להעשיר ולא ידע כי וחסר יבואנו שלא שמ את השמיןףחילה המארה ככנשת בממונו והוא מוכר מה' 'ת'י' למעלה מן הענין ושבתה הארך שבת ליוי ואחר כך וכי תמברו ממכר אמ' ר' הקפר כת' שוקיו עמודיו שש מווסדים על אניז העמודיים הזה יש לו כותרת מלמעלן ובסיס מלין אמ' ר' שמוﭏ בר גדיא אין לך פרשה בתורה שאין בותרת מלמעלן ובסיס מלמטן מה כת למעלה וידכ יוי ﭏמשה בהר סיני לאמר דבר ﭏ בני ישרמﭏ וג'
32	29	1	0	3	2	18	10	שתה הרץ שבת ליוי ואחר כך פרשת יובל וספרת לך שבע אם לא שימר שמטﭏות ישמור יובלות אם לא שימד אחד מהן סוך שאי עושה אותו שימבור את מטלטליו וכי תמכרו ממכר לעמיתך דבר הנקנה מיד ליד חזר בו הרי יפה ואם לאו סוףם שהו א מוכר את שדהו שנ' וכי ימוך אחיך ומכר מאחזןת חזר בו מוטב ואם לאו סופו למכו את ביתו שא ואיש כי ימכור בית מושכ חזר בו מוטב ואם אל סוךם הוא מחז ומסבב על הפתחי שנ' וכי ימוך א ומטה ידו עמך אם חז בו מוטב ואם לאו סוף הא נמכר לך שנ' וכי
27	30	0	0	4	7	2	5	ימוך אחיך עמך ונמכר לך חזר בו מוטב ואם לאו סופו שהוא נמכר לגים וכי תשיג יד גר ותושב עמךוג' ולא הוא לבדו ﭏא ו ולכל ישר'' שכן את מורצא בימי ירמיהו בשביל שחללו את השביעית נמכרו לגוים שנ' ויעל עליהם ף כשדים ויהרוג בחיריהם בבית מקדשםהרי עין אמ' לו ה'בה' למשה ראה היאך נמכרים לישרﭏ בשבינ שחיללו את השביעית אמ' לפניו רבונו של עול ם לאכך וכי ימוך אחיך וקוימת קיים גם מה שאמרתאת אתם איי ורעי שנ' למען לוועי אדברה א שלוםבך וג' וכי ימוך אחיך ומטה ידו עמך כשתמוט ידם לפני בוכד לצר כביכול כבודך עמהם שנ'
