midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_d'Rabbi_Yishmael	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Otzar_Midrashim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Sefer_HaYashar	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifra	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Tanna_debei_Eliyahu_Zuta	midrash.Vayikra_Rabbah	midrash.Yalkut_Shimoni_on_Nach	midrash.Yalkut_Shimoni_on_Torah	text
0	1	0	0	0	3	0	0	1	0	0	0	0	8	31	1	0	1	0	1	0	0	0	0	0	0	1	1	3	0	0	2	6	טומאה שנ מקרה ללה כשהוא נגלה עליהם הצדי' בלש' טהרה הואנגל עליהם שנ' ויקריאו אל משה לכד נאמ' ואלי דבר יגונב וגו' בפעיפים וגו' כשה' נגלה על הרעועים בלילה שנ' ויבא אוהים אל בלעם וגו לפי שמעשיהם חשובים בליה לכד הוא נגלה נלילה ש' ויבא וירא אלהים אל לבן הארמי וגו' אבל כשהוא בא אנל צדיקי מה כת' ויאואלהי אל יעקב זשה כיאתה אלהים שמע' וגו פרנוף פוא דומה לאבא מני ש אלה תולדות ינח מהו אברהם הוליד יצחק שהיה פרצוף פני דומה לארא הוי נתתה ירושת וגו' מה אברה' דבר הק' עמו בן צו שנ' אף יעקכ דבר עמו
1	1	0	0	0	0	0	0	0	0	0	0	0	3	46	2	0	4	3	0	0	1	0	0	0	0	0	1	0	0	0	6	4	בן צטו מה אברה אמ' לו אניאל שדי שנ' וירא אלהים אמ' הכת' ברוך אתה בבואן וגו כשינא יעקב מבית אוביו ינאלברכה ש' ויל שנ ינרך אותך כשבא מפרו ארם בא בברכה שנ' וירא אלהים אל אוקב וג' מה נרכןו א"ר לוי ברכת אבלים ברכו מה כת' למעלה מן הענין ותוות דבורה וגו א"ר שמואל בר נחמן עם שהיה יעקב משמר אבלה של מניקתו נאלו בשורו' אמו ויקרא שמו אלון בטות אחת של דבורה ואהת של רנקה א"ר שמואל בר' נהמן לשון אלון ניסטי מהו אלון איריא לוז אמ' הק' עד מתי יהיה הצדיק אשב ומצנער א"ר אונתן בר' אולעז'
1	4	0	0	0	3	0	0	1	0	0	1	1	4	13	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	7	9	אמ' הק' נד"יס בדין הוא שאראוה לופנים בפנים שנ' וירא אלהים אל יעקב וגו אמ' הבת' ותגור אמ' גו' וכשחור מה כת' וירא אלהים אל יעקב עוד מהועוד ר' יהודה אומ' עוד פעם אחת אני נגלה עליך ה' פעמי נגלהעליו הק' נוב ה' ברכות שברכ אבאו ואילו הן ואלשדי וגו ויתן לך וגנ הרי ה ברטת נגלה עליו כשיינא מבית אביו והנה ײוומ' ואחת אנל לבן שנ' שוב אל ארין אבותיך וגו ואחרקום עלה ביתאל ואחד שאמ' לו אנכי ארד עמך ד"א א אלהים אל יעסם מהו עוד עור אני מייחד שמי עליך אלא אלהי אברהם אלהי יצחק ואלהי יעקנ
0	1	0	0	0	3	0	0	2	0	1	0	0	4	43	0	0	2	1	2	0	1	0	1	0	0	1	1	0	0	0	7	4	עוד פעם אחרת אני נגלה עליד ויא אלהים אל יעקב מה כת' אחריו אני אל שדי וגו' אתה סימן לבניך כשבאתי אצלך באתי טעון ברטות כשאבמו אל בניך אוביו טעון ברכות שנ' בכל מקום אשר אזכיר את שמי וי' וירא אלהים אל יעקב וגו' כבוכול הק' ולא ליעקנ בלבד אלא אף לאבר' יוביו מה כת' וירא אלא מ באלוני גו' כביכול הק' עומד והוא ישב אמ'לו חייך אתה סימן לבניד מה אתה אושב ואני עומד אף בניך בבתי כנסיות ובתי מדרשות ואני עומד ענ' אלהם נצב בעדת אוף כיון אמ' ליעקב מהאתה כשבאתי אצלך באתי טעון ברכות אוף בניך כשאגלה
1	1	0	0	0	0	0	0	0	0	0	0	0	4	33	1	0	4	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	עליהם אהיה טעון ברטות וכיון שנעמשה סמשטן מב ויהי ביום כלות משה צשנגמר משט מה עשה ה' בירכן נתנאו ואחרכך ויהי ביום כלות משה וג'ו' ויאמ' אלהים אניאל שדי אמרו הנמ'י' מיכן דרש אבנר ומלך איש בוית בן שאמ שדוימן עתיד להעמיד שני מלכים שאמ' לו מחליך יינאויצאו ועכשא לא עמד אלא שאוי לפיבך לקח איש בושת שאול ויעביר' מחני' ולא עוד אל בפלגש בג' בגבעה א"ר שמואל בר' נחרן מיבן קירבו אותו איועה שחלקו עליו ויאמרואייו ממנו לא יתן בתו שנידו אותו ואחרבך חירו וקבלו אותן ואורו אילולי שהוא מעולה השטים לא היהא' הק אומ' ליעקבכשהוא מחוצה לארין ומלבים
0	2	1	0	0	1	0	0	0	0	0	0	0	4	36	0	0	4	1	0	1	0	0	0	0	0	1	0	0	0	0	10	2	מחלאיך יצאו הוייכן קיבו אותך ד"א אני אשדי תירגם אונקלוס עקילם נאמןאני לשלם לכל אדם ואדם לפי מעשיו פרה וובה לך הייתי מצפה שתפרה ורבה ותעמיד את השבטים גוי וקהל גוים בישרו שכיניו עתידין לעשות מזבחים באשירה אימתי נעשו כגוים בימי אליהו בשחטאן מהכת' וירפא אתמזבחײ ההרו שריפאו אותו ומביאו לדרך טובה שעשה להם אותם הניסים כאון שראו אותן מה אמרו ײ הוא האלהים ײ הוא האלהים בעוום הזה על ידי שהיתה יו"ז מצויה אמרו ישר' ײ הוא האלהים אנל לעולם הבאכשימלוד הק' עלינו אומ' כל ישר' והי ה למלך וגו הכנ וישב יעקב וגי דשה מעונה אלהי קחזם וגו'
0	1	0	0	0	1	0	0	0	0	0	0	0	3	31	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	8	5	ואחרכך וישטן ישר' בדדל וגומ מעונה אלהי קדם או' ירמיה אין אנו יודין אם מעונה הוא הילהים אם האלהם הוא מונה שהויה אומ' מעונה אלהי קדם ת'"ל תפילה למשה וגו א"ר חייא אע"פ שברא הק' את עולמו ולא אלקה ישב באריץ עם צדיקי ובזכותם הם מעמידין את העולם מתחת וושת וגוף בא וראה שבל ימים שהרשמים בעולם אין הצדיקי' ניראוין וכ אתה וצא כל ימים שהיה עשו נארין ישר' לא יעקב יכול לראות עברד עשו שנ' ויקה עשו אתנשיו וגו' מיד וישב יעקר וגני לפיכך ואגרש מפנו אויר באותה שעה וישכן ישר' דא וישר וקב זש"ה בוקד יצילך קיטוציך נזעי'
0	0	0	0	0	1	0	0	0	0	1	0	0	6	25	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	7	4	יינ' י המלאכים שנתנו לו לשמרו בשעה שנא לילך לארם נהרים עלו שאו המלאכים המשמשין באורין ישר משמשי נבחוצה לארין ולא של חוצה משמשין הארין ישר' כןיעקב אה שהוא יציאו מארץ ישר ויחלם והנה סולם וגו' עולים אילו שבאיץ ישר' וארדים ללד עמו לחוצה לאריץ וכשנאו לחוור קרי ה' ללאבים שהיומשמשין אותו באריץ ישר' אמ' להן הרי יעקב חוזר נני לאפוטי שלו למה הד' הקדומ' למלך שיצא בנולמדינת הים ליטוול אטה אחר ימים בא לבית אמ' המלך לאפסיקון שלו באו ונצא לאפטי של בני כך שבא עקנ לחוור אבא קרא הק' למלארי השרת ואמ' להן נואוונצא לאפנטי של יעקב כיון
0	4	0	0	1	0	0	0	0	0	0	0	0	6	26	3	0	2	2	1	0	0	0	2	1	0	0	0	0	0	0	8	7	שתלה יעקנב עיניו ראה אותן שנ' ויעקב הלך לדרטו כשריוה אותן יעקב מנין שהאו משמשן אותן בארץ ישר שנ' ויאמר יאוקב נאשר ראם וומ' אילו המלאכים לבך נאמ' בזע' יצ' אילו המלאבים ואת כולם ישא רוח זה עשו אלופיו ' וילך אל ארין וגו' והחוסה בו ינחל ארץ זה ענסב ש' ויאמ' וישר יעקב וגו' ושה כי גרים אנחנו וג' כך הן הצדיקים הק' עושה אותן עיקר והן עושין עיצמן טפולן אברהם גידלו הק' נ ואבכך ואגדלה ו' וכן קום התהלך בארץ והגא או' לבני חלת גר ושות ותשב אנכבי וגו' וטן יצה במה גידלו הק' שנ' ויורע ינחק וגומ'
0	1	0	0	0	0	0	0	3	0	0	0	0	2	27	0	0	4	5	1	0	0	0	1	2	0	2	0	0	0	0	3	3	ואו ויגו יצחק בגרר וט עקב מגור אבאו לכך כי גנים אנחנו ד"או וישר יב בארי מגורי לרב כי גים אנחנו דא וישב יעקב ונשה רי ישרים ייורנו ארין וגו' מה כת' למעלה מן העיני אלאו אלופי בני עשווכיוו שראה אותו יעקב נבהל ואמ' מי אכל לעמוד כנגד אילו למה הד' דומ' לזהבי שהיה יושב ועוסק במליכתו תלמידו עיני וראה גמלים הרבה טעוני תבן התחיל אומ' מי אכל לעמד כנגד אילו אמ' לוררן חייך לפיד יציו מזההבור ושורף את כולם כך יעקחב כיוןו שתלה עיניו וראוה כל אלופי בני עשו התחיל מתיירא ואמ' מי אכל לעמד כנגד אילו אמ' לו
1	3	0	0	0	2	0	0	0	0	0	0	0	2	23	0	0	0	3	1	0	0	0	1	0	0	0	3	0	0	0	11	6	הק' ראה מה כת' אחראו אלה תולדת יעקב יוסף חיד שאחד מבנך יוסוף ששוף את כולם שנ' והיה בית יעקב אש וגא"ר חנינה כת' הנההיו כקש אש שרף ולא יציל את נפש מיד להבה לכך אלה תולחות יעקב אסף ד"א אלה תולרות וגו' שהיו פניו של אוסף דומות ליעקב מני שבן הוא אוומ' וישר' אהב אתיוסוף מה עקב העמיד אף אוסף העמיד שבטים שנ' אתאופרים ואת מנשה כראובן ושמעון הוי אלה תלזות יעקב ד"א מה יעקב מתבסה על כב' שנה אוף אסף נתכסה מאביו כב' שנה לפינך אלה תלרות יעקב וגו א"ר' לוי א"ר אחנן כל מקום שהוא אומ' היה
0	1	0	0	0	1	0	0	0	0	0	0	0	5	43	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	2	4	ראה ג' עולמות נח כת' בו היה מאה את העולם ביישובו עד שלא בא המבול וראה אותו חרב וראה אתן בתיקונן ובמשה נאמ' בו היה רועה ראה את ישר' עד שלא נתחז עליהן השיעבוד וראה יותם בשיעבוד וראה אותם כשנגילו אישו יהודי היה ראה ג' עולמ' עך שלא נתעבדו ביד המן ובגזירות שנגרו עליהן וראה אותם בגאולת אאוב כת'בו ד' איש היה ראה ג' עולמו' היה שלא ונתייסר בייסורין ואחר בך נתרפא ואת אסף כת' בו היה כל הדברים שאירעו ליעקב אירעו ליסף כת' בו גונבתי אם וגנובתי לילה ויסף כת בו' יננו גונבתי יעקב רדף אותו עשו ואסף רדפו
0	0	0	0	0	1	0	0	0	0	0	0	1	3	34	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	6	5	אותואחיו יעקב נדי ושתעבד אצל לבן ואסוף נשתעב במצרים לכך נאמ' אלה תולדו' יעק' ויבא אסף את דבתם יואלמ' לשון הרע מאחא ומה לשון הע אמ' אמ' ליבם ר' יהוד' אומ' שחותכין אבר מן החי ואוכלין אמ' לו הק' אתה אמרת לשו הע על השבשים חייד למחר אתה ארד למצרים ואתה קורא להן שאכלו עמך והן חושזין אותך שם עו השחיטה מניי' דכת' וישיו לו לבדו ולהם לבדם ר' מאיר אומ' אחינותנין נ' עניהם בבנות כענעים אמ' לו הק' אדתה לשון הנ' הרע על אחיך למחר אתה ארד למצרים והיא נותנת עיניה בך ש' ותשא יושת אדוני וגי ר' יוסי
0	2	0	0	0	2	0	0	0	0	2	1	0	11	35	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	6	10	אומ' אמ' לו מבין אחי את בני השפחות ואץ ווהגין בהן כבוד אמ' לו הק' והיא אומ' בא אלי העבד וגומ' ויראו אחא וגו' שהיה בא ושואל בשלומם ולא היו משיבין אותו למה שכך היה מנהגו בהן שהיה שואל בשלומם ישלך אדם עד שלא נכנר לסררה הוא שואל לשלום רני אדם אבל משנס' משנכנס לסררה גסה רוהו עליו ואו משגיה לשאול נשלום בני אדם אבל יוסף לא היה כך אעפ ש שנכנס לסררה הוא היה מנהגו לשאול נשלום אחיו שנ' וישאל וגו' אמ' לוהק' יוסף אתה היית מתחיל לשאול בשלום אחיך בעולם הזה והן היושונאוין אותו אבל לעולם הבא אני
0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	2	0	1	1	0	0	1	0	0	0	0	4	1	1	0	0	4	5	מרינה אתכם ומעביר שנאה מבינוכם ומושיב אתכם בשלוה ועושה בניכם שכך אמ' דוד הנה מה טוב ומה נעים שבת אחים וגו' ויהי בת ההיא וגומ' ילמדי רב' אם נפלה מפולת בשכת ואין אדע אם יש שם יש ר' ים לאו מהולפקח עליהם בשבת ספק הואשם ספק הוא אוינו שם ספק הוא חי ספקמת ספך נכרי ספק ישר' מפקיחין עלין מאאוהו חיאיו מפקיחין עליו אל יחוהו דבת' נשבת מוללא מות אמת ושנו רבותי' מפקיחאן על החו בשבת א"ר אלעד נן עוריה ומה יום במלה שיצה אלא אחת מרח אוברים דוחה את השבת ורמה איברא תחת אבו אינו דין שיחללו עליהם את
0	1	0	0	0	4	0	0	0	0	0	0	0	9	44	0	0	5	1	0	0	1	0	0	0	0	0	0	1	0	0	2	17	השבת ר' שמעון בן ננם אמ' הל עלאן אחת כדי שישמ' שבתות הרבה ואם פקחתם עליו להחיאת נפנ אחת אף אני אעשה לכם מה שכת' הנה אני פותח את קברו וג'ו' שאל מין אחת לרבינו אמ' לו איפשר מהמתים חיים אבותיכם אינן מודים ואתם מודים מה כת' דיעק' ויקומ' כל ני וכל בנותו וגו' אמ' לו רבי שוטה שבעולם מפני שיעב היה אדע ששסף חי לפיכך מא קיבל עלא תנחומין למה שאין מקבלין תנחומין על חחי ד"א וימאן להתנחם אלא אמ' ינקב הרי נפרנה ברית השבטים כמ' שיגעתי להעמידם יב שבאוי' ורואה אני מאחרכך שיסף הלך הרי פסקה אותה הברית
0	2	0	0	0	0	0	1	0	0	0	0	0	2	26	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	8	נלמעשיי של הקכנגד ינ שבטר' יב מולות יב' שעות יב אבנים ובות שהיה אהרן לבוש והלדלו אסף נפרצה ברית השכטי' עבשיו לא היה אדע יעקב לישא יושה ולהוליד בן כדי שיהיו יב' שנה אלא שעמד בשבועה עם לבן שלבן אמ' אסתענה את בנותי וו' שלא תקה נשים על בנותי בחייהם לא תאח נשים אחר מיתתו מה עשה לו לכן הוניאו לחוץ אמ' לו אין איש עמנו ראה אלהי עד מפני אותה שבועה לא היה יטמ לישא אושה כיון שראוהו בנא שכך היה מתרעם לא היה מקבל תנחומין מהם' הם עושיוהלטו להם אצל יהודה אמ' לו אתה עשית לוו את העה
1	0	0	0	0	0	1	0	0	0	0	0	0	5	27	2	0	1	2	0	0	0	0	0	0	0	1	5	1	0	1	5	3	הזאת אמלתי אני אמרתי לכם מה בינ וגו אתם אומ' מה ושית אמ' אתה אמרת לבו לטן ונמכרנו לישמ' ושמענ לך אילו אמרת החיזינו לא היינו שומעין ל לפיכך נאותה שעה עמרו ונרו אותו מני' שקרי בעההיא זירד יהודה זשה בגדה יהודה וגו' מהו בגדה יהודה כהש יהודה כשם שאמ' אושם אתה בגדתה בה וגו הוי כיחו יהודה על מה כחש יהודה כי חילל יהודה ורש ײ הוי בגדה יהודה ובל בת אלנכר להלן הוא אומ' הייתה יהודה לקודשו וכן וא אומ' כי חלל יהודה קודש הוי דבעל בת ײל בבר וירא שם יהודה אימתי בשעה ופירש ומאחי שנ' וירד
